right_eyebrow_1,right_eyebrow_2,right_eyebrow_3,left_eyebrow_1,left_eyebrow_2,left_eyebrow_3,right_eye_1,right_eye_2,right_eye_3,left_eye_1,left_eye_2,left_eye_3,right_cheek_1,right_cheek_2,right_cheek_3,left_cheek_1,left_cheek_2,left_cheek_3,mouth_1,mouth_2,mouth_3,nose_1,nose_2,nose_3,jaw_1,jaw_2,jaw_3,label
#4c3427,#b69e8d,,#1d150e,#271e15,,#a78a82,#4c332b,,#22150e,#331f16,,#b8957e,#a5836d,#cfad98,#dbbda9,#c4a28d,#8b614f,#c99f9c,#774a45,,#d0af9f,#7d574a,,#c8a999,#866354,,fall_dark
#af897c,#c6a497,,#b7968b,#65463e,,#7d5c57,#ba9793,,#b89b97,#83615c,,#ead3d1,#c9a79c,#7d584d,#ebd3d1,#dbbdb4,#c9a698,#ae7571,#d0a3a0,,#eddad4,#ba9587,,#d4b4ab,#6b4b41,,fall_dark
#6b4d41,#aa8674,,#805e4f,#c19985,,#372d2d,#ac9c9b,,#9e8179,#342623,,#e6b29c,#dca890,#ecc7b5,#daa893,#d4a38d,#e3b29e,#c4756d,#a6433b,,#cd9e87,#624134,,#d7a68f,#a06958,,fall_dark
#ae988d,#69554d,,#6c5951,#bba69b,,#9c8581,#331f1e,,#362623,#a38982,,#f2e6df,#eedcd2,#e7cebd,#e7cebf,#d1b2a3,#a5877b,#953432,#c37978,,#e0c8be,#806359,,#d5baad,#6e443d,,fall_dark
#332e3e,#786464,,#c8aea6,#8b7372,,#93848e,#3d323f,,#514249,#b19796,,#f1dfd3,#e7cdc1,#dab6ab,#d8aca0,#654058,#a5756d,#c09492,#754d5a,,#eed5c7,#927576,,#dfc1b6,#765b60,,fall_dark
#432920,#75594e,,#857168,#443935,,#3e2e2b,#7b655c,,#8e7772,#40332f,,#d4b3ac,#bca097,#9e837a,#a88376,#cfa99f,#bb9487,#b56968,#7b3935,,#e4ccc4,#936e60,,#c5a59c,#6f5047,,fall_dark
#a4765b,#714631,,#593e2d,#8a614d,,#342421,#90817d,,#2c1e1d,#86736d,,#e3ae96,#bb7c60,,#d19973,#be8662,#e2aa87,#c7786a,#a24f42,,#d9a289,#9d614a,,#ca9171,#7d4b35,,fall_dark
#684d48,#aa8c83,,#8f7166,#ae9288,,#37201f,#a48885,,#452e2d,#8a7271,,#dbb7a7,#e5c2b3,#f1d1c7,#debeb1,#dbb7aa,#d4afa1,#aa7b77,#d7ada9,,#e7c8bd,#bc958a,,#debcaf,#967167,,fall_dark
#4c3229,#896e60,,,,,,,,,,,#ccb0a0,#be9c87,,#d2b6a7,#67564b,,#b4897e,#43231e,,#ccac9b,#905f48,,#caaa94,#774b37,,fall_dark
#c1a5a8,#85666a,,#b1979c,#60474c,,#695c6b,#bfb1ba,,#b4a1aa,#514653,,#efd4d8,#e4c6c9,#d4b8b9,#f0d6d8,#ebced0,#e6c9c8,#db99a2,#bd6071,,#e4cccc,#ae8889,,#dfc3c4,#7c5c65,,fall_dark
#453b33,#5b4f44,,#4e4239,#786a5b,,#544741,#211f1f,,#242323,#5c554e,,#98816b,#b0a18b,,#7a6451,#9d8a75,#8e7863,#634238,#8f7061,,#afa18b,#786250,,#927e69,#604d3f,,fall_dark
#886e61,#c6ad9c,,#594339,#b79881,,#3b2922,#c7bab2,,#443029,#d0c5bf,,#f8dcc4,#f6d3b8,#efc8ac,#f9e8d1,#f5d4b8,#e0bc9f,#cf887f,#ab5b52,,#e6bfa8,#a57c67,,#eacab1,#936b5b,,fall_dark
#5c626d,#24222f,,#a6887c,#d5bdaf,,#120b21,#1c1022,,#8b7570,#392c34,,#e3c9b8,#dabaa6,#cca995,#373c46,#c2afa1,,#bc7d79,#341e27,,#d7bcad,#736965,,#d3b4a2,#3f3a41,,fall_dark
#5c474c,#31202e,,#bba5a9,#5e4247,,#6d5b65,#a7929a,,#c1a7aa,#af9093,,#e2c8ca,#bfa3a5,#9b7e83,#f1dadb,#e5cecd,,#dd97a3,#c4697a,,#e7d0d0,#b28789,,#e0c4c5,#7b5c63,,fall_dark
#ae8a8d,#76473f,,#b48c8b,#9a6459,,#917a85,#44333f,,#947b86,#372231,,#e1c1c3,#d0b3b5,#be9c9e,#ddc0c1,#e2c7c9,#d5babb,#c68b98,#a64d5a,,#dac4c5,#ac8a8a,,#d0b3b4,#7e555a,,fall_dark
#453632,#71605b,,#a7968d,#77665e,,#362a27,#9b8984,,#3b2e2a,#a89a96,,#dec5ba,#cfb3a8,#ba9c93,#bea097,#a48982,#8a716b,#aa827f,#6e4947,,#e1c8bd,#695048,,#c1a79e,#66534f,,fall_dark
#533936,#3a2325,,#846861,#967b73,,#3b2929,#81706c,,#887672,#413235,,#cbb3a7,#c4ab9d,#b09586,#d0b8b0,#a78678,,#7e363e,#542023,,#cdb6ad,#926f65,,#bfa599,#6f4744,,fall_dark
#7f5f56,#5a3930,,#725349,#9b7b71,,#523531,#281412,,#493536,#cbb1b6,,#b89086,#dcb5ad,#f1cfc9,#fcf4f0,#f3d6cd,#d2a89e,#dda6aa,#8f514f,,#e7c8c2,#a5776e,,#e9ccc6,#9e756b,,fall_dark
#5e4333,#311c11,,,,,,,,#210f0b,#73625d,,#bf9e84,#321b13,#93705e,#ddc2b2,#8e6a58,,#bb8282,#79433d,,#ddc3b4,#815a49,,#caa996,#6d4c3e,,fall_dark
#372a1f,#7f6551,,#8e705b,#c9af9e,,#7c6559,#31231b,,#b09990,#4b413e,,#f2d0bc,#f8decf,#deb59f,#eccdba,#dbb7a0,#7c7068,#d18e84,#ab5d53,,#f2d4c4,#c39e8b,,#e2c4b3,#956d5f,,fall_dark
#6d5750,#a68d80,,#c7afa4,#7e6a62,,#4b3935,#9b7b74,,#5c4844,#c7a69f,,#f8dbc9,#edc7b1,#d1a28b,#946a5c,#b78b7a,#e1bcab,#8c605d,#d7a5a2,,#f5e2d4,#8b685f,,#debeaf,#886258,,fall_dark
#412311,#794124,,#a3673c,#6d3b1c,,#421f0d,#6e4830,,#351a08,#6a4533,,#c98958,#b67447,#8b4e31,#ac663d,#b87447,#9c5733,#8b3f26,#ac6442,,#eec290,#a66139,,#ae6e44,#4e2a19,,fall_dark
#58372b,#946c5a,,#8d6758,#5a3a2f,,#371916,#875951,,#875a55,#32140f,,#b57e6c,#ca8874,#dc9986,#c3806a,#aa6d58,#d99886,#b16563,#893f41,,#da9e85,#9d6152,,#b9816e,#875649,,fall_dark
#70564a,#b19588,,#c0a89a,#745849,,#2d1e1b,#ad958f,,#a78f8a,#2f211f,,#f7e6da,#a7816e,#cfb0a2,#f0d3c6,#b88e7c,#331b16,#814644,#c48e91,,#efe0d6,#754e3f,,#cfb0a1,#4d3328,,fall_dark
#7c565e,#c1968f,,#996d6f,#cea7a0,,#322a49,#988391,,,,,#f5d2c3,#dda697,#804974,#f2cfc1,#ddad9c,#99605d,#d89a97,#97495c,,#efcec1,#916168,,#ecc5b6,#a1686c,,fall_dark
#a6968b,#7a6b64,,#50413f,#8b7970,,,,,#453b3f,#a8a2a2,,#d0bdb0,#614d4a,#a48d82,#e6d5c6,#e1cfc1,#dccaba,#c28486,#8e5154,,#d3c2b6,#816a5d,,#cbb6a7,#634d4b,,fall_dark
#866758,#a68470,,#775c4c,#987762,,#7b6156,#3f2c27,,#7d5e50,#3b2d2b,,#ba8e71,#c9997c,#dcad91,#e2b399,#d2a287,#bc8e73,#ba8576,#8c5849,,#dab295,#926850,,#c5997d,#89634e,,fall_dark
#b09594,#ad9491,,#9e8381,#7e6668,,,,,,,,#cfaca8,#c5a59f,#d3b8b7,#d0aca6,#dcb7b1,#e3c3c0,#c29ca2,#8a5e68,,#cfaea9,#b5928e,,#cbaaa7,#836367,,fall_dark
#796555,#4c3e38,,#836d5c,#c0a691,,#69524b,#877168,,#51413e,#b2a49d,,#e3c9b4,#ac8a75,#cba991,#dec6b0,#c3a893,,#95605d,#6a3737,,#d8c0ac,#9e8270,,#ceb49f,#8c6d5e,,fall_dark
#4c3632,#836e66,,#786157,#bda79d,,#baa2a0,#655151,,#ab9696,#423434,,#bea59b,#ecd7d7,#dbc2bb,#ead8d6,#dbc2be,#c2a39c,#c18595,#6c3742,,#e0cdca,#503a35,,#cab1ad,#4d3833,,fall_dark
#62443c,#9a7769,,#9e7d6f,#68483f,,#81574e,#3c2117,,#94675d,#4b2c26,,#a77967,#c79787,#dbb5ad,#c59687,#ac7e6e,#d7b1a9,#a56a67,#d4b7b1,,#d5b1a0,#a27364,,#bf9586,#8a6155,,fall_dark
#2f2120,#2b1b1b,,#b0908a,#755c5a,,#9c8086,#533d43,,#40313a,#ae97a0,,#d7bab3,#c29f98,#e4cac7,#e0c3c2,#d4afac,#c59f9a,#c6919c,#835054,,#e6d5d3,#9e7973,,#d9c0be,#a7837d,,fall_dark
#766150,#ac9885,,#6a5849,#40372e,,#3d3127,#6a5b4f,,#39302b,#786961,,#baa184,#c1a68f,#ad9079,#bca186,#a78670,#93745f,#7d534a,#a48075,,#a4856e,#7f5b49,,#a88c73,#765949,,fall_dark
,,,#93776e,#b19389,,,,,,,,#c7a494,#d3aea0,#cca798,#d7b09f,#dfb8aa,#cda89a,#c0918f,#986b6b,,#bd988a,#d6b1a0,,#cda99b,#9a7772,,fall_dark
#867179,#402d33,,#856f78,#b7a1aa,,#52434d,#b59eab,,#544955,#a895a3,,#e4cfd1,#f1e7e9,#cbb1b2,#e9d6dc,#efe4e8,#dbc5cb,#81394e,#c9728e,,#ebdfe0,#a08387,,#d9c4c8,#866069,,fall_dark
#231b20,#7e6c64,,#564540,#b4a197,,#342a2e,#7c7375,,,,,#ecded5,#e2d1c6,,#d2b7a6,#e4d2c5,#a98e7b,#864b4c,#b48481,,#d6c2b6,#a78879,,#d6c1b3,#886a60,,fall_dark
#bda38d,#967d65,,#a59378,#79694f,,#a58f7a,#3b3522,,#3d3829,#9e8f79,,#cfac8e,#e4c3b2,#dbb69d,#f3d7ca,#efccb9,#e9c1a7,#c17f81,#e3aea9,,#ddbfa9,#b5957b,,#dfbca3,#866b55,,fall_dark
#89716c,#463536,,#aa928a,#cbb3ab,,#9c847c,#4e3833,,#ae938f,#4b302d,,#e0bfb3,#f2d3c8,#d3b1a0,#eecec6,#ddbdb4,#caa9a0,#d18b88,#97504b,,#f0d2ca,#a67e7b,,#d9b8ad,#806059,,fall_dark
#3f3131,#97837b,,#251d21,#826e68,,,,,#b3b8b7,#2b282e,,#d8c8ba,#c1a895,#a18775,#d3bfb2,#ab9387,#c1aa9d,#703f43,#a37474,,#cebcb0,#9d8174,,#c8b3a6,#7b5e57,,fall_dark
#735143,#be937e,,#3d2d26,#95705b,,#31201c,#a5918d,,#281c18,#aa9e99,,#ddaa97,#c18f7c,#784c3c,#e3ae98,#d19a83,#f2c4b1,#813d3c,#b58077,,#c89982,#8a624f,,#d19f88,#794d40,,fall_dark
#563c30,#8a6b59,,#795442,#947260,,#382a28,#75615d,,#372c2b,#816b65,,#e8c5b6,#cfaa97,#a57f69,#e5c5b9,#cca998,#dbb8a8,#ca7e80,#914947,,#f1d9ce,#ac8673,,#d4b1a1,#7c5749,,fall_dark
#be9c85,#8c6750,,#aa836f,#855b49,,#bb9c8a,#9f7e6b,,#937668,#472e21,,#deba9e,#e8c4ab,#c9a78c,#f6d6be,#e9c5ae,#dcb59e,#c1877e,#8c564b,,#debea7,#a7846d,,#d8b29b,#7f5547,,fall_dark
#7d5e49,#bd9e8b,,#885f48,#bd957d,,#4a3023,#b29485,,#43281e,#a47f6f,,#d5af96,#dcbda8,#cda485,#d7b69e,#dec4b3,,#94332e,#bd665b,,#ceaa91,#663929,,#d1ad93,#9b5945,,fall_dark
#2a1f1c,#665a50,,#6d6057,#9b8e84,,#1f1a18,#6e696a,,#7d7270,#26211f,,#ddd3cb,#d5c7bf,#cdbdb3,#bcaaa0,#4a3832,#8f776d,#4c201e,#8e5a57,,#cdc1b6,#5f4e42,,#baa99e,#523f37,,fall_dark
#523a2d,#8a6d5c,,#cabab0,#3f2c22,,,,,#4d3d33,#b2a199,,#f6e8df,#ead3c4,#d2b4a2,#d0aa97,#bb937f,#a88068,#c78a7f,#7b3a2f,,#ead1c4,#936e5a,,#85614e,#dec2b4,,fall_dark
#221712,#885e41,,#b48e6a,#82573a,,#422c26,#b79783,,#442d25,#ae8d78,,#e7c8a4,#eed4b8,#dbb995,#e4c297,#d6ae80,#bc8b5f,#9a3524,#c3644c,,#edd5b8,#af7f54,,#d9b68e,#7a4930,,fall_dark
#573a30,#997a6d,,#4f342b,#91756c,,,,,#372b2d,#b8adaf,,#f3cfc7,#daada1,#7e5e56,#f1c7bb,#e8baad,#f6d6cf,#985056,#c68384,,#dbb4a5,#8e685b,,#dcb2a5,#714d46,,fall_dark
#766052,#b7a190,,#7c5e4f,#b79f8e,,#55413a,#ac9f95,,#543e37,#9f9087,,#e1d1c5,#ccad9c,#ab836e,#e0d1c5,#e4d7cb,#dcccc0,#cca298,#af6b64,,#d2bbaa,#8e6354,,#d7c3b5,#895e50,,fall_dark
#71594d,#332b28,,#664d3f,#8e7668,,#292526,#7e7474,,#302b2b,#837b79,,#e9cfc3,#e3c8ba,#dac0b1,#dec0b2,#a8897a,#524037,#b16f71,#7c383a,,#8d7362,#e8d8cd,,#c9b0a1,#5b443a,,fall_dark
#4f3e33,#79634e,,#2e2117,#523d2e,,#2a1f19,#a39387,,#443931,#9e8b7f,,#e4c599,#c9a579,#a47f56,#fdf5eb,#f4dfc6,#d5b38f,#9d624e,#dfafa6,,#e9d2b1,#997657,,#e5cdb2,#906f52,,spring_light
#a2795e,#d4aa8f,,#b1958c,#58362b,,#472c1d,#a27c6d,,#4a2d24,#a1877f,,#e6c7bb,#e9cbc3,#debfb4,#efc2a9,#e4b699,,#b66965,#db9f97,,#debbab,#8b634f,,#dfb7a4,#9c6957,,spring_light
#b89686,#e1c2b2,,#9f7f72,#422b24,,#3b2b29,#948a8a,,#3e2e2c,#9f8782,,#debaae,#caa899,#eed0c4,#f8dcce,#f1cdbb,#f6d5c5,#a96e69,#e5bfb7,,#dbb9ab,#b08b7c,,#e5c5b4,#a88175,,spring_light
#af8d78,#553d33,,#e5c1a5,#e2bca1,,#dfc8bb,#7a5c4b,,#553e31,#cab2a1,,#eec7a9,#c69e82,,#edcab0,#766873,,#c15e54,#d68375,,#ca9b7e,#ebbfa3,,#dcb295,#866150,,spring_light
#987f76,#624f4b,,#4c3f3d,#8b7872,,#4a4046,#9d8b8b,,#413c42,#938383,,#ddcabb,#ded1c3,#d6c1b2,#dfbfac,#e1cfbf,#e0c6b5,#c86f76,#9f3e49,,#e1d4c7,#ba9789,,#d6bead,#986465,,spring_light
#bd9e8e,#896c5d,,#b59b91,#674941,,,,,#8b6f68,#473030,,#e6bfb0,#b18b7d,#6d4b40,#e4c3b3,#d3b2a2,,#d49a92,#ab6a63,,#debeb2,#80594b,,#dcb5a4,#896055,,spring_light
,,,#372322,#936a64,,,,,#3b292b,#403135,,#d7b5b3,#261a3b,#7e6c6d,#ddbebe,#c8a5a0,,#b16263,#d49b9b,,#dbbcb4,#be8d85,,#cfa8a4,#664240,,spring_light
#966b62,#c1978a,,#a87e70,#5a3a35,,#be9a92,#62413c,,#61403b,#c2a69e,,#e4c4b4,#b78f83,#ceab9c,#f6d9c6,#ebcbb8,#d1a794,#9a4e52,#d48a87,,#debaac,#885b53,,#e8c8b6,#ad7e75,,spring_light
#a68880,#c8aaa2,,#896b60,#4c342e,,#261a17,#917976,,#2e1d1c,#baa7a3,,#e3c0b5,#d1afa3,#a9887f,#dcb9ac,#caa797,#edccc3,#a85a58,#d89997,,#d1ada5,#ac8981,,#d9b6a8,#a0796e,,spring_light
#c3aca5,#927a75,,#54423e,#927c75,,#544f5a,#9799a5,,#50444e,#7e6e76,,#dcc9c6,#d2bdbb,#c7aeaa,#ddc7c0,#e2cfca,#e8d9d6,#cd7b8a,#923244,,#e2d1cc,#ab897f,,#d6c1bb,#936968,,spring_light
#463939,#9e8981,,#57423f,#89736c,,#231b1f,#7a6d70,,#2c2124,#8d8085,,#e9c1ba,#d6b4ab,#f5d0ce,#e7c1b9,#dab5ae,#f1cbc7,#cf9fa4,#653436,,#dfc0b4,#89655c,,#d8b8af,#8a6661,,spring_light
#a99587,#67564d,,#b29e94,#5e4d45,,#342624,#a08d88,,,,,#dabfb2,#e9d2c9,,#dcbfb1,#e8ccc1,#c4b1a4,#b0716e,#d8bbb3,,#d2b7a9,#b3988a,,#d5bcad,#88695f,,spring_light
#3b2920,#705549,,#806358,#a6867a,,#5b4e4b,#281d1a,,#7e6969,#3d3131,,#d9b1a5,#cfa89e,#c59e93,#a27d72,#926c61,#b28b80,#ab6668,#723535,,#c29d95,#81554d,,#be998e,#6d4c44,,spring_light
#a39390,#7c6b6c,,#887779,#3a3231,,#3b2f31,#909098,,#2e2829,#928b92,,#ddccca,#e4d7d6,#d1bfba,#dccac5,#c5afa6,#d0bcb6,#c77c8f,#9d3744,,#c3aca7,#63433b,,#c8b5af,#8d6664,,spring_light
#cdb0a0,#a37d6b,,#ad8d79,#6f4b3d,,#4f3b35,#baa69e,,#493631,#ad9990,,#f6d6c5,#f9decd,#eac9b7,#f7d8c7,#f9dfcf,#fbece1,#e19493,#ecd0c8,,#f3d1c0,#e1bdad,,#f1d2c0,#b98579,,spring_light
#957362,#cbaa99,,#604138,#7c574a,,#462c2a,#977a78,,#efd2c6,,,#b89383,#f7dccb,,#f5d2c1,#e4c0ae,#d3b09a,#c1756c,#98413c,,#eacbbc,#ab8475,,#e1c0ae,#926759,,spring_light
#a7857f,#60413b,,#ae8f89,#543733,,#472d2e,#af9a9e,,#3e2a2d,#a79297,,#e3c6c5,#dab7b4,#cea7a3,#e4ccc9,#ddbab5,#ead5d5,#d5a3a5,#8d504e,,#d7b4ae,#74443e,,#dabbb6,#a4776e,,spring_light
#a38174,#c3a9a0,,#aa8c80,#7f665e,,#4b3530,#c5b9b8,,#3e2e29,#bdaeab,,#ecd3cb,#e3c6be,#f0dad7,#d9b8ab,#f1d8d3,#e6c6bc,#d4959e,#b86570,,#dfc7c0,#c0a094,,#e0c4b9,#8c625b,,spring_light
#d5baad,#9f8275,,#31231b,#7e6255,,#171414,#afafb1,,#191312,#a59b96,,#d4b5a5,#ba9a8a,#917264,#eed1c1,#f6dcd0,#faeae1,#ca7e75,#70352f,,#dfc0b2,#866353,,#eacfc1,#9a7366,,spring_light
#402d28,#b08674,,#5e4137,#a27a6a,,#36241f,#ba9388,,#442e28,#967268,,#f3d1be,#ecc7b1,#e2b7a0,#edc9b7,#ddb49e,#c79c87,#e2aa9f,#9d6053,,#f0d4c2,#c4967f,,#deb7a4,#4c332a,,spring_light
#bda69e,#947c75,,#bba199,#977e74,,#37292e,#c2b3b8,,#332428,#b5a6ab,,#e7cfca,#dec4bc,#d2b4aa,#ead3cf,#e3cfca,#edd9d6,#c88486,#a95859,,#dfc8c3,#b7978c,,#dec6bf,#8c605e,,spring_light
#61432a,#947355,,#a28062,#654026,,#8b6d56,#3c1f0f,,#492a18,#927159,,#dcbba1,#c8a485,#ac8464,#b99677,#d2b194,#9d785b,#ba8d77,#81533d,,#dec1a5,#9b7658,,#c7a486,#7e5b42,,spring_light
#251a12,#4c3e35,,#8e7e74,#45362f,,#17120e,#68615b,,#181211,#433d3e,,#d1aca0,#dfbdb2,#c19989,#bf9b8d,#a27f71,#7a6251,#68403c,#a1706d,,#c09f8e,#826656,,#b99a8b,#75594a,,spring_light
#5f4c43,#a69186,,,,,#3f2e27,#a89c95,,#4a3b35,#b3a8a4,,#e5d0c2,#c1a494,,#edf1f2,#d6c7be,,#a65b52,#be9185,,#ddc5b6,#c09d8b,,#dac4b7,#a58171,,spring_light
,,,#846f64,#4f4844,,#66554f,#a9968a,,#9d877b,#605049,,#c89d7e,#5b463c,#a07962,#dfb28f,#d6a989,#c8997d,#bc6c5b,#9a4c3d,,#e1ba99,#c09379,,#c49a7f,#674e43,,spring_light
#744d2f,#a47a58,,#cea57f,#a67652,,#442c21,#998076,,#4f3c32,#ab9384,,#efc2a3,#f6d2b8,#ddb294,#e8b592,#d0936d,#a16b45,#d7775f,#9c4730,,#f3d4b7,#af7b52,,#e1ba9a,#915b3c,,spring_light
#8b6c6a,#c8b0af,,#997a76,#4b302c,,#b69ba0,#492628,,#614444,#cfbabc,,#dcbcbd,#e5c8c9,#d0b4b2,#dbbaba,#c8a6a5,#ebd4d6,#be898d,#e0c4c4,,#d7bbb9,#c3a6a5,,#d2b4b2,#7e5d5c,,spring_light
#6c565b,#9b8081,,#8f7575,#391e1e,,,,,,,,#f3d5d1,#e9c2bc,#cc9f98,#f2d6d5,#e8c0be,#d3a7a2,#da8691,#913b40,,#f6e3e4,#c28f8b,,#e9c7c4,#ad7878,,spring_light
#b08a85,#6e4c4a,,#452929,#a37e7a,,#57383b,#b6959c,,#4c3036,#b698a0,,#f4ccc7,#eec1b9,#e1b0ab,#f4cbc6,#f0c5c0,#e6bcb7,#e2a1a3,#be787b,,#dfb1aa,#a17067,,#e7bdb6,#bc8b87,,spring_light
#493f3c,#77665f,,,,,,,,,,,#d9c7bf,#c3aca0,,#8e8079,#36322d,,#c0817a,#8f4f4c,,#d3c0b7,#7e675f,,#cab7ae,#837069,,spring_light
,,,#ac8873,#9f7b69,,#877568,#382b2a,,#a17f6e,#5e3e35,,#b69075,#aa8168,#6f4134,#bb9c87,#81bce4,#4f5b6f,#a57c67,#191514,,#a77d65,#c3a791,,#a49185,#3f302d,,spring_light
#9a827d,#c4aaa4,,#664c44,#a08680,,#453635,#8f7875,,#3e2f2d,#7a6866,,#dabeb4,#d4b4ab,#c4a599,#d9bdb3,#dfc5bc,#e7d1ce,#a57978,#cfaeac,,#c9aca3,#a28178,,#d3b7ad,#a9877f,,spring_light
#8e7e79,#3d3434,,#84736b,#b7a79d,,,,,#251c1c,#817b7d,,#d9c5b7,#c0afa2,#eed9ca,#ecd8ca,#e4cfbf,#d9c4b4,#b67373,#8f4143,,#e7d0b9,#a58e7d,,#d1beae,#8a6d68,,spring_light
#a69492,#4a3c3b,,#8e7976,#392b29,,#2a1d1d,#665556,,#261a1c,#564749,,#dbb9b3,#bf9d95,#5e443f,#e1c0b9,#d0b3a9,#614644,#cfa7aa,#9c6568,,#d8b8b3,#b18980,,#ccaba3,#7a5755,,spring_light
#9e7f79,#c9b0af,,,,,#4f3838,#b199a3,,#614a4f,#9e858d,,#e8dee7,#e2d2d9,#d3bdc0,#d1bebb,#76645f,,#c86e82,#97303f,,#dfcdcf,#b1897b,,#d4bfbf,#855554,,spring_light
#775a4f,#b89d8f,,#8a6f61,#d0b6a6,,#705c58,#d0c3c1,,#c5a9a0,#dfc9c4,,#faebe0,#f7e1d3,#eac8bc,#f8e5da,#eed0c6,#d0b2a7,#dba5a1,#ab6164,,#f5e6da,#b49286,,#eacfc2,#8c6a62,,spring_light
#543f2f,#17110e,,#33251b,#503d2d,,#1e120d,#735d50,,#221610,#766151,,#c0a78d,#ab8f7a,#8e715f,#bca086,#ccb49d,#a28571,#a0655e,#552d25,,#b49b7d,#634839,,#b1957c,#684d3e,,spring_light
#513d38,#8d7b70,,#655048,#837167,,#423739,#7e7978,,#493c40,#a8a7a6,,#a68b7c,#c2afa2,#b39b8d,#c7b6a8,#ded0c6,#d2c1b6,#c5968d,#8c4f49,,#9b8473,#cbbcb2,,#bca89a,#82675c,,spring_light
#6a4f40,#a98b7a,,#957665,#d4b5a1,,#c1a79e,#59453f,,#cfb8ac,#554842,,#f4ddcc,#f6e1d2,#f9e5d7,#efd4c1,#c5a492,#816556,#dea79e,#a2645d,,#eed3c2,#7f6050,,#e7ccba,#836557,,spring_light
#2e191c,#6a4d4b,,#472f32,#987a7b,,#ab8789,#ba9496,,#271c25,#a28c92,,#e3c3be,#efcac9,#dfb5ac,#debbb5,#ddb7af,#d8b2a8,#a56b6f,#ca9ca0,,#edd5d5,#ba9087,,#dbbbb7,#916c6b,,winter_dark
,,,#897474,#d5c5c4,,#695658,#3f2e2d,,#3d2f2f,#8d7d7d,,#c09e90,#f5e2d6,#dec2b4,#b18f7f,#a88776,#9e7e6e,#9f5553,#803432,,#b39892,#f0e1de,,#9f7d72,#e9d4c9,,winter_dark
