right_eyebrow_1,right_eyebrow_2,right_eyebrow_3,left_eyebrow_1,left_eyebrow_2,left_eyebrow_3,right_eye_1,right_eye_2,right_eye_3,left_eye_1,left_eye_2,left_eye_3,right_cheek_1,right_cheek_2,right_cheek_3,left_cheek_1,left_cheek_2,left_cheek_3,mouth_1,mouth_2,mouth_3,nose_1,nose_2,nose_3,jaw_1,jaw_2,jaw_3,label
#2c2422,#84634d,,#9c755c,#bf9a7d,,#413028,#a77d61,,#2f251f,#513e35,,#e3bfa6,#deb79a,#d3a888,#d9b195,#795747,#bb9377,#975c4c,#c48d76,,#d7ae8a,#8f6553,,#cea589,#845c48,,winter_dark
#332729,#776362,,#1b0e12,#110a0f,,,,,,,,#d6b6af,#c09c94,,#d2b5af,#a28684,,#a96d72,#c08f96,,#ccaca4,#946e64,,#d0b2ac,#a17a79,,winter_dark
#a38979,#403532,,#a98c75,#6a5649,,#3d2821,#ae938b,,#38251d,#b19589,,#f5d0b8,#efc7ab,#e2bca2,#f4d4c1,#40312b,#b59582,#bb7567,#d49887,,#dbb79c,#be9579,,#dcb59d,#3e332d,,winter_dark
#b89c99,#785e5c,,#80615b,#b89995,,#392021,#a58688,,#a88581,#422b27,,#e2c2bb,#ebccc5,#d8bab3,#eacdca,#e4c7c3,#dcbfbb,#cc929b,#b36a73,,#d3b0a7,#9b7064,,#dbbcb7,#ad8684,,winter_dark
#331e19,#835c44,,#37201a,#895f4d,,,,,#12121b,#5b4c4d,,#f3c8b3,#eabca3,#e2af91,#f1c1a8,#f6ceb9,#e6b394,#ce9588,#82493f,,#e4bb9f,#844d38,,#e5bda3,#a97862,,winter_dark
#352a2b,#675252,,#a1898a,#7c6365,,#2b2428,#736f75,,#95888d,#30272c,,#d7c8c7,#d0bcb8,#c3ada6,#a98d89,#7c6262,#403235,#b47a84,#683439,,#d0c0be,#6b5350,,#c6b1ad,#574343,,winter_dark
#695049,#ccab9b,,#2f1a13,#4d3229,,,,,#583b34,#ab8e80,,#f9dec8,#f6d2bc,#e8c2b0,#f7daca,#eecab9,,#e1a9a5,#c37d7b,,#ebc9b7,#865c51,,#efccba,#b2837b,,winter_dark
#473738,#a98e88,,,,,#402426,#af989c,,#442d2a,#b1a2a3,,#ece1dc,#e0d0c7,#d5bdb2,#dbc5c3,#deb0e5,#d297d6,#a26165,#ce9da9,,#e3d3ce,#ac8279,,#dcc7c3,#8d6368,,winter_dark
#997d65,#49392f,,#ad937b,#35291f,,#453120,#a38573,,#a88777,#4f3326,,#f4d7c2,#dec0a7,#5a4b3f,#ebd1bb,#e1c4ac,#d7b69e,#cc9982,#ad7561,,#e0c0a3,#c8a382,,#d5b49b,#4b3c32,,winter_dark
#4a3734,#896f6b,,#533d38,#a38b83,,#a79493,#3d2e2f,,#b3a0a1,#4a393b,,#edd1d0,#ddbfbd,#c2a8a6,#ebcfce,#d7bab6,#bea5a3,#ab6372,#cf99a3,,#ddc1be,#bb9a94,,#d9bfba,#9a7d80,,winter_dark
#887c73,#c6b6ac,,#5e5049,#907f72,,#362f2e,#c1bdbd,,#3f3432,#968581,,#b09585,#d7b9a7,#c3a796,#fae8d7,#f7dfcd,#f4d7c3,#ce9a9b,#845251,,#dab8a5,#936f5e,,#eed4c0,#ab8c7e,,winter_dark
#755c51,#1a1719,,#64524e,#9e8f8b,,,,,#262329,#9e9499,,#f3e2db,#dcd7d8,,#e5cdc5,#c49e90,,#c18789,#7b4341,,#906453,#f2dfdb,,#ccaca0,#6f4d41,,winter_dark
#423633,#9b8882,,#3d3333,#9e8b87,,#2d2627,#827d7f,,#352b2b,#a49595,,#f7dcd4,#f1d4cb,#e7cbbf,#e6cbc1,#d1b6ab,,#bf898f,#6f4244,,#dfc4bd,#644a44,,#dec3b9,#93756e,,winter_dark
#493427,#937766,,#b69e93,#6c5e5f,,#2b1a15,#917d76,,#2f201d,#b4a3a0,,#ebcec0,#302524,#967b75,#e5c6b4,#e0c1af,#d9bba9,#d09795,#9a5f57,,#e1c0af,#9c7a6b,,#d7b6a4,#362722,,winter_dark
#b99c90,#775a4c,,#806257,#b19284,,#3f231b,#ac8b83,,#462b24,#b29288,,#d4ad99,#efcab8,#ae8876,#f3d0bf,#f7d9c8,#ebc6b4,#c38a89,#925351,,#e9cab8,#8f6656,,#ddb8a7,#8b6558,,winter_dark
#ad9b9a,#4f392f,,#261409,#372318,,#422520,#947269,,#4e2f24,#9c7d72,,#e8c7b7,#b99787,,#c5a591,#deb9a2,#a5897a,#dab2b3,#ae787a,,#e7c8b9,#b18f83,,#d6b3a4,#886d64,,winter_dark
#141519,#312a29,,#bfaea8,#7e665e,,,,,,,,#e4d2cb,#b4a197,#6f5956,#ab8e7d,#decbc1,,#c28e8e,#8e5554,,#e1cfc6,#996f5f,,#dccac1,#8a6e64,,winter_dark
#463437,#aa8d89,,#261b20,#85645e,,#402a2a,#907370,,#4e3939,#9d817c,,#e0c1b1,#dcbeac,#d7b7a7,#dfc2b7,#d3b5a9,#dbbdaf,#9c5c61,#c08688,,#c8a498,#6f453c,,#d1b4a7,#936b6b,,winter_dark
#6f5855,#af9996,,#705955,#b09994,,#c2acae,#4f4343,,#b8a5a7,#453b3d,,#f4dfd8,#f0d5cd,#e6c9c1,#f2dbd6,#eacec7,#dcbeb5,#d599a2,#954f50,,#edd4d0,#85574d,,#e4cac2,#a27b74,,winter_dark
#391f14,#96725e,,#3b1e16,#976d5c,,#9d6f60,#451c14,,#976a55,#3c1304,,#d9a88c,#f5cead,#eabc9f,#e0b292,#c9997b,#f3cbae,#935142,#bf796c,,#e8bb9d,#97634a,,#d7a78c,#996651,,winter_dark
,,,#b49e9a,#665050,,,,,,,,#e8cfc4,#dcc3b5,#ccb09f,#e1c8c2,#c5a79e,,#d396a2,#bb6571,,#debfb6,#92645e,,#dec4ba,#b48d84,,winter_dark
#8f6b79,#c29eab,,#76586d,#ad909f,,#ac8695,#5a3848,,#613b4e,#c3a2ae,,#e7d1d3,#ebd5d6,#e2cace,#ebd6d6,#e5c1c2,#e4abb0,#bf879b,#562b46,,#ddb6bb,#804951,,#e0b8c0,#a4586c,,winter_dark
#6f4739,#9b7462,,#966c5f,#68413b,,#a98c87,#53454c,,#5c4747,#a58d8a,,#ecc5ae,#b57c5d,#d7a484,#f5d1b7,#f7d5bf,#f1cdb3,#9e4f4f,#d58e8e,,#e0ac8f,#894c40,,#9d6952,#e0b39b,,winter_dark
#bea285,#a27d62,,#c2a28b,#a27e65,,#ad8675,#8d6f66,,#a38174,#5b4638,,#e2c0aa,#efcab9,#e7c3b1,#e0b8a4,#e8c4b1,#f0cdb9,#d9a89c,#8b5950,,#eccab9,#c79b89,,#e3c1af,#b78a76,,winter_dark
#6d514a,#9e7a6e,,#5b494b,#a17f75,,#4e3e3c,#9a7a74,,,,,#edd5cc,#f1dfda,#e7c9bc,#d7a996,#dab5a1,#e2bcac,#cc8c8e,#a05d5a,,#ebd4d0,#b08174,,#debdab,#b58b7a,,winter_dark
#907772,#3c302e,,#4f4849,#857672,,#a1837d,#513a37,,#594a45,#cec0bb,,#ddc4bb,#c7a89b,,#dfc0b2,#e6cabd,#d8b6a7,#c08588,#9e6164,,#d7b7ae,#ac847d,,#d5b7a9,#8b6a65,,winter_dark
#b7a7ba,#8a82a0,,#7a7495,#a99bb0,,#bdaabd,#5c5e86,,#5f5e83,#9c90ac,,#eddadb,#c0abbf,#dbc3cb,#edd8da,#f1dddf,#e6d0d6,#ba91ac,#4a4e7b,,#e2c9d1,#99809a,,#dcc5ce,#9385a6,,winter_dark
#694c3f,#a7887a,,#693c2d,#a47b6d,,#b09892,#655b58,,#74605b,#c7b4ae,,#d7a491,#cb927e,#b87664,#ddaf9f,#d1a290,#bc927f,#a4625f,#c5918b,,#c58d7b,#905c51,,#c19281,#794e42,,winter_dark
#6e5a55,#8d7872,,#ba9d91,#8f6d5f,,,,,,,,#debaa9,#e7c3b1,#cba89a,#c4a296,#cfb9b9,,#985757,#c28d8b,,#ebc8bb,#b8948c,,#dbb8a9,#a5817b,,winter_dark
#4b3c45,#8c7a82,,#705f67,#9e8b91,,#857079,#342530,,#3c2a36,#86727c,,#d0a9ad,#c09a9d,#dcc0c6,#c3a2a5,#d2b3b8,#ae9095,#916c78,#c8b0bb,,#d6b4b2,#a88489,,#c2a3a6,#8c6b71,,winter_dark
#836860,#b1958d,,#9f8478,#cab0a4,,#3b2828,#947d7a,,#997e7a,#341e1c,,#efd2cd,#f7e0da,#e2c3bd,#ebcbc5,#dbbbb5,#f7e2de,#aa6c6f,#d49ea0,,#e5c4b9,#b3938e,,#e2c5bc,#aa8a82,,winter_dark
#a1897a,#5d493e,,#978171,#b9a491,,#322a28,#9b8c86,,#423732,#a59791,,#e7cbb6,#e3c7b2,#ddc2af,#dec1ae,#b69888,#65483a,#bb8278,#8a4941,,#dabfae,#745344,,#cfb2a0,#5f4339,,winter_dark
#221215,#845343,,#3a251e,#916a52,,#1f1115,#bc998f,,#1f1319,#b99c94,,#eebcad,#e4b09e,#d3a183,#f4c0b0,#facdc2,#e9b39c,#e47079,#9c1d2f,,#f3cab8,#b6624f,,#e4af98,#8d4834,,winter_dark
#87736c,#c4aca1,,#735f59,#bca295,,#3f3536,#9e9091,,#3d3438,#a78d8b,,#f6d4c7,#e9c3b0,#d6b09a,#f7d8ca,#f3cebb,#e8c2ac,#e2a6a7,#b06b6a,,#e8c7b5,#a87c6d,,#e7c2af,#b68e7c,,winter_dark
#140604,#7b5b4b,,#3f2014,#775441,,#2e1b18,#9a8683,,#321d1c,#9c8785,,#e7cfc3,#dcbeb0,#cfad9f,#e9d1c6,#d8b8aa,#c19e91,#be7178,#8e383d,,#ddc4b6,#a07867,,#cfb0a2,#815850,,winter_dark
#958773,#bfae96,,#b1a190,#dbcab9,,#38312d,#aaa098,,,,,#fae9d5,#f1dac3,,#f4dec8,#e1ccb6,#baa896,#cf9a91,#966761,,#ebd8c2,#7e6556,,#e9d4be,#aa8d7b,,winter_dark
#8d6c6b,#c5a3a2,,#6d4f4d,#a78683,,#c4a9b4,#3d2b31,,#38272e,#bca2ab,,#e4b6b3,#edbfc0,#d8aca6,#eabbb7,#f3cfd3,#d0a296,#d9d0dc,#85616c,,#d9acab,#825554,,#dfbcbb,#785959,,winter_dark
#987f7c,#391f1e,,#3f2523,#7e615c,,#9c8d8e,#4e3934,,#928083,#543d3a,,#ceb7b3,#c9b0ad,#bba098,#c6b0ac,#d8c6c7,#a58c82,#9d565a,#b79897,,#c7b2ad,#af938b,,#c1a9a3,#88645f,,winter_dark
#564041,#886a6c,,#745b59,#b99a9c,,#2f1918,#8a6863,,#8e6b68,#361e1d,,#d8aaa0,#ae7d74,#402522,#866464,#a67976,#cea49f,#602e34,#b87a80,,#e6bdb3,#865754,,#7f5a59,#cda49b,,winter_dark
#6a5b4b,#907e6a,,#544534,#766653,,,,,#6d5f53,#877569,,#a7947e,#897662,#6c5b4a,#cfbfb1,#b9a390,,#6e483e,#9f766b,,#836b58,#b39c8b,,#aa9682,#74604d,,winter_dark
#c8a893,#9a7862,,#997e6d,#6b4f3c,,#563928,#a78b7b,,#4f3224,#7d6054,,#cdb2a8,#bba190,#c5aa9c,#e8cbbb,#debead,#d2ae9b,#88544d,#bc8780,,#9b7a69,#d6bbb3,,#d3b3a0,#936d5b,,winter_dark
#7c615c,#9b7f78,,#4a3b3b,#7a625b,,#3c3035,#aa9d9d,,#3e3235,#a89998,,#d8c3bc,#c8ada5,#ae928b,#e0d0cb,#dbc8c1,#ceb7af,#c0858b,#924f56,,#d6c1bc,#b2928a,,#d0b9b2,#916e6c,,winter_dark
#bc9c97,#8e6e6b,,#674641,#977671,,#3c2428,#9d8284,,#29181a,#6a5556,,#d7aca9,#ad8889,,#e5b9b6,#d2a79f,#f0cace,#a86e78,#cd97a3,,#d7aaa5,#ae888b,,#d4aca6,#a57c78,,winter_dark
#5a433a,#94766a,,#664e43,#a17f6e,,#85665a,#2a1915,,#28140f,#856b61,,#d39c83,#e1b19d,#553b34,#d8a18b,#b48676,#644942,#caa49a,#915b53,,#daa088,#996250,,#d09d87,#97695b,,winter_dark
#8b6e62,#341e14,,#806558,#a99188,,#413035,#897880,,#47373a,#a48d94,,#eed6d4,#cfb2aa,#e0c6c1,#ebd3d5,#dec7c4,#cab3ad,#c88995,#9b555d,,#dcc4be,#a98f88,,#d8bfba,#98756c,,winter_dark
#847273,#443537,,#524447,#a08b8a,,#291415,#452b28,,#321a18,#6e5657,,#b88f7d,#cca89e,#7a574f,#a78785,#c2a5a7,#472c2f,#bb979b,#775151,,#c0a29f,#825646,,#b99a97,#85625a,,winter_dark
#a98168,#563320,,#ba967c,#947055,,#4e3428,#30140c,,#9d7e6d,#54392c,,#d8b099,#eac3ab,#c29f8b,#f2d0bd,#eec9b1,#e3bba4,#c4897e,#925c50,,#dbb49e,#9b6c52,,#d7b099,#9c725d,,winter_dark
#8e6d62,#b6978a,,,,,#624239,#54362b,,,,,#ead0c2,#e1c2b1,#ceab9a,#dbbbaa,#43352e,,#c68b86,#9e5552,,#d7b8ab,#a77b6d,,#dcbdad,#ac8172,,winter_dark
#4f3043,#b89498,,#311c33,#604050,,#49374c,#aa9ead,,#513b4d,#ad9eb0,,#efc3bc,#f8dad4,#d8ada7,#f8dcd5,#f2ccc8,#d9b3b2,#db8294,#9e3b50,,#f3d4ca,#8e6368,,#e4beb8,#895d64,,winter_dark
#c09d96,#7e686a,,#c5a7a7,#dfc7c6,,#52454c,#d7d1d6,,#c1b0b5,#5b494e,,#ead3d0,#efdddc,#e2c3bf,#ebd5d3,#e6ccc9,#dbbcb7,#c46f82,#d8b2bb,,#e2c9c8,#9e797d,,#e2c9c8,#9d7379,,winter_dark
#775d67,#b79ea3,,#866973,#bd9faa,,,,,#4c3446,#a491a1,,#d5a8c4,#debec2,#b789b5,#d3b5b8,#bc9ba2,,#9d6077,#cd9fb0,,#c1a2a9,#4a2932,,#ccaab5,#7d586a,,winter_dark
#a29389,#6a574b,,#aa9185,#816658,,#342724,#99837d,,#302420,#8b7570,,#e1c0b0,#d3b1a0,#eed6c9,#faede5,#dac1b2,#ebd5cc,#c08183,#763b3a,,#f5e9e2,#8e6a5e,,#d9bfb2,#805b51,,winter_dark
#7f635a,#b1908c,,#ae8d88,#8c6e66,,#aa8d89,#77605d,,#998080,#5b4645,,#ddb5b0,#eecbc7,#caa399,#d3a9a2,#e4bbb7,#b58d83,#a76b6f,#c99195,,#d9bcbb,#b18d89,,#d2ada7,#957167,,summer_light
#665758,#968080,,#b5a1a5,#c9babf,,#4e3f3f,#b8aaad,,#beadb1,#4d4040,,#e6d7d8,#eadfe2,#decccb,#d4c2c3,#bba5a8,#877177,#c87f81,#924f4d,,#dacacb,#806868,,#d7c5c5,#836465,,summer_light
#6f5a5e,#a48f93,,#8d797c,#b5a4a8,,#463735,#b3a2a6,,#403230,#a39091,,#d9c3c8,#e8d4de,#c0aaae,#dcc6cc,#e4d0da,#cdb8bc,#ba5567,#d5bdc6,,#decfd6,#956e6e,,#d5c1c6,#8a5f63,,summer_light
#8b6859,#ab8e81,,#9a7366,#c39d90,,#5f423d,#9c7c79,,#5f443d,#9e7d78,,#dbafa4,#c19084,#f2cfc8,#e5beb5,#edccc4,#dbaca4,#b2817e,#d9aca9,,#dfbaac,#b58e82,,#d9b2a6,#9d776b,,summer_light
#7d605d,#b99b98,,#cba793,#d0ad9e,,#4f332a,#a18177,,#4c2a1d,#a37e70,,#e9c4ad,#e2b9a0,#cc987e,#cb9c9c,#d9abae,,#bd7575,#742e2f,,#eacabb,#935a4f,,#d4a99b,#9a6963,,summer_light
#8c6c5d,#b48d7b,,#b0a59a,#8c7f74,,#8f7566,#493225,,#9b8274,#503e35,,#e0d1c9,#cfad99,#a07b65,#dbb098,#bf8c75,#ce9d82,#c39890,#926b60,,#dbc2b5,#a37f6c,,#d6bdae,#b68b76,,summer_light
#a48d9a,#624f57,,#d1bbc5,#a78c96,,#715257,#d5c9d2,,#cfbec7,#63474b,,#f7e7e7,#f4e3e3,#f2e0e1,#e6d2d4,#a49599,#524749,#e7a0aa,#ce6073,,#ecdee7,#e6cac6,,#edd8d7,#a9787a,,summer_light
,,,#73645d,#938279,,#413534,#8c7d7f,,#423735,#a59da9,,#d0bfbd,#c0a9a1,#af9582,#dacad1,#d6c6ca,#cfbfc0,#b86985,#8f4357,,#cec0bd,#b59d93,,#cbbab6,#987770,,summer_light
#b38d7d,#886253,,#c39d8f,#ae897c,,,,,#deb2a7,,,#cb9c8e,#b99080,#dfad9f,#d2a091,#e2ac9d,#edb6a9,#c7938d,#895650,,#eab5a9,#8a6053,,#cea192,#8e6e60,,summer_light
#97684d,#744c34,,#aa7154,#7b4c32,,#44291e,#775343,,#482c1d,#825e4c,,#da987b,#c4886a,#ae7658,#d3947e,#c1856d,#b17459,#b4705a,#7f3f29,,#e19476,#b27251,,#c48568,#814e38,,summer_light
#b5a4a6,#887679,,#725e5d,#9f8c8b,,#48312e,#b7aab1,,#aa9ea3,#46302d,,#e1d2d2,#d1bec0,#b8a6a6,#eee8eb,#e8dee0,#e2d3d3,#b2516d,#d492ad,,#dbcecd,#bea7a3,,#d5c4c3,#5d4243,,summer_light
#917188,#af9abe,,#c4a9a8,#a48486,,,,,#302047,#39274c,,#d1b6ba,#e0c4bf,#c3a5b2,#d2b4bd,#cab1dd,#b89adf,#c08497,#8b5a77,,#dcc7c5,#907589,,#d2b7c5,#a98296,,summer_light
#705f5c,#c6b1aa,,#a0857b,#604e4a,,#2c1b19,#b4a3a3,,,,,#d8bbb2,#916f63,#ba988d,#e5d3cd,#dabeb6,#bc978c,#d0a7a8,#744a49,,#866157,#caaaa2,,#d6bdb6,#93746c,,summer_light
#2f201a,#7e6152,,#715143,#937263,,#322b27,#5a5650,,,,,#c5aca8,#bda09b,#b1928a,#a58a7e,#ba9f98,#72625d,#ac6565,#883a37,,#cab5aa,#916e64,,#b99c95,#5d403b,,summer_light
#3a3541,#a49496,,#a8979d,#87767e,,#bfabad,#baa2a4,,#c0aaaa,#473e4c,,#e6d4d6,#d6c4ca,#baa6bb,#decdcd,#362d3a,#7f6b72,#d2a7af,#9b6b74,,#d7c7c9,#9f8889,,#d1bcbe,#4d404c,,summer_light
#9f898c,#37292a,,#dac8cb,#b7a1a5,,#927b80,#7c696d,,#937b7e,#604e4e,,#f4e6eb,#e7d1d4,,#e6d0d5,#eddce4,#dbc1c6,#e1a4af,#ab656e,,#f5edf1,#bea1a3,,#f0e3e7,#bd9fa4,,summer_light
#4f4e67,#80778e,,#56536d,#9c92ab,,#4a4257,#645d73,,,,,#c3b5d0,#a69aaf,#4e4572,#b9b0c6,#5e5a77,,#8f6382,#a68da3,,#c1b9d1,#958594,,#b2a7bb,#726678,,summer_light
#9b8682,#2b2322,,#c2aeab,#776261,,#352e28,#8a8081,,#514346,#a59396,,#f9f2f0,#efdddb,#dec4bf,#e3cfce,#d5bbb8,#bda19e,#deb4b1,#a16868,,#f4ebe8,#bda49d,,#e8d6d2,#a08682,,summer_light
#69533f,#715845,,#a07c63,#c4a38d,,#432e24,#715443,,#4f362a,#785a4d,,#d9bfae,#ba9682,,#c4a18d,#b68f7d,,#ad7466,#87483b,,#c9aa97,#aa8370,,#ccae9c,#9c6f5d,,summer_light
#7b594b,#a18073,,#9f7b71,#cfaea5,,#543129,#d3a79e,,#4b2b20,#cba196,,#f3cec3,#d8afa4,#ae8277,#92695d,#e7bbab,#bb9182,#4a2723,#c99996,,#f0cfc9,#663f3a,,#d1aa9e,#6d4b43,,summer_light
#61463b,#917166,,#977264,#b99b8f,,#231917,#8c8181,,#a68782,#512b25,,#e4c4b7,#ecd0c4,#f1dbd3,#ddbdae,#a08b82,#392921,#c68b88,#76403b,,#e2c3b5,#9a6c5b,,#ddbbab,#996a5f,,summer_light
#715044,#9f7e75,,#cdb5b3,#a0837e,,#4d383c,#7d686a,,#654f53,#ac9597,,#f0d6d4,#e3c5c0,#cfada5,#e3c1ba,#e7c9c5,#ead1d1,#dbaab2,#ba747b,,#eedbdf,#be948c,,#e2c6c3,#aa807a,,summer_light
#ac978f,#6d5b54,,#ac9589,#897063,,#362622,#bcaeb2,,#180803,#311e15,,#e5c6bd,#cfb0a0,#f6e7e0,#f2dace,#e3c1b3,#cda792,#cd9b92,#875548,,#ebd5cc,#aa8269,,#e3c9bc,#b2907c,,summer_light
#a18277,#61473c,,#b5988d,#d1b8b0,,#493736,#9f99a0,,,,,#f4e4df,#e6ccc1,,#e4cbbd,#b29b8e,,#cc918c,#a05c55,,#e8d0c5,#a57d6d,,#e5ccbf,#b18b7c,,summer_light
#9c8578,#5a402f,,,,,#5e4a4b,#866e6e,,#695450,#2e201e,,#dbc8c4,#d0bab5,,#d3bfb3,#ba9b82,#7f6855,#a27066,#c9aba4,,#c5aea4,#d8cac8,,#cbb4a9,#846550,,summer_light
#9c8170,#4b382b,,#ceb3a3,#9f8070,,#2f1711,#d8baa9,,#39221a,#a88d80,,#f4d8c5,#e1bca7,#caa58e,#edccbc,#cfae99,#604034,#d09793,#925550,,#f0d8cb,#a88170,,#dcbba7,#68483d,,summer_light
#715043,#a47f75,,#cfb6b3,#aa8e8b,,#987773,#bb9f9b,,#6d5454,#b29592,,#dfc1bc,#eacfcd,#cdaba3,#e2c1bb,#e4c8c6,#dbbbb7,#d9a3ac,#bb767d,,#e9d3d6,#c3a098,,#dabcb9,#9d746e,,summer_light
#725e53,#897266,,#624f44,#7b665c,,,,,,,,#b39586,#a88979,#ad8f80,#ab8f7e,#b09384,#b59989,#a47b74,#724b42,,#aa8a7a,#896456,,#a8897a,#73574b,,summer_light
#846152,#ba9585,,#936d5c,#c49d8d,,#292223,#b4afb1,,#352726,#b4a09e,,#f6d4c8,#e6c0b2,#d2ab9d,#f8dace,#f2cfc2,#e4c2b4,#d59f9b,#935f5b,,#f4d4ca,#b78e81,,#e9c7ba,#a97f75,,summer_light
#bba09c,#8d7170,,#997877,#c3a8a3,,#af9092,#573e3f,,#93757c,#1f1728,,#ebd3cf,#d1b2b2,#9c86a0,#ecd8d5,#e6cfca,#dbbeb7,#803d47,#cc7a89,,#e2ceca,#6e4b4d,,#d3b9b7,#684a57,,summer_light
#55365f,#c09296,,#764967,#c39198,,#654764,#c7a9af,,#cba9aa,#704d69,,#f8dcca,#f7d2c1,#f5c7be,#f6d1c4,#f8dccb,#f2bfbe,#ea9fa7,#e16d91,,#f5d1c3,#d09d98,,#f2c8bd,#bb7b8f,,summer_light
#988989,#272021,,#827a78,#a59a98,,#a89599,#3f3640,,#443f46,#968d92,,#e5cfce,#edd4d3,#d7c9c6,#c5b2b2,#dfc8c7,#be9fa0,#b58b96,#8a4b5b,,#e9d9d7,#9f9693,,#cdbcbb,#836e70,,summer_light
#b492a0,#906c79,,#d1b4b5,#b69496,,#d4bbb9,#b5999a,,#4e3d54,#a98f97,,#f5d8d8,#d8babb,#e9cbc9,#edd0cf,#f1d4d3,#e9c9cb,#d898a7,#9e5c6f,,#e5cbc9,#a58687,,#e1c2c3,#976c7c,,summer_light
#8d685e,#b6958b,,#bd988e,#d0b3b0,,#53332e,#c3b4b5,,#58342e,#ba9d98,,#f2d6d4,#e9c9c2,#dfbcae,#e9c6c4,#e3c3c0,#d9bcb7,#cb828a,#e6cdcf,,#eccdbf,#cea699,,#e6c8c0,#bf9489,,summer_light
#b09389,#5b4243,,#b89d93,#d6c3bb,,,,,#40313a,#a89596,,#eedfde,#dcc6c6,#c6abaa,#e7d9d6,#d7c2be,#b69895,#cf9ea5,#7d4950,,#decbc7,#866362,,#decac7,#896666,,summer_light
#563e3d,#9e8582,,#c5adaa,#896c69,,#201617,#b79b9c,,#c09ea3,#684d4d,,#f6dde0,#ecd0d2,#dabdbf,#412932,#ddbbbf,#a27c80,#60292e,#c58192,,#ebd8d7,#663c3b,,#d4b6b7,#603c3f,,summer_light
#b797a1,#85657b,,#d6bbbe,#c0a0a5,,#806b7d,#c0a8af,,#cab0b6,#8e7885,,#f6d8da,#f2d4d6,#edcfd0,#e5c6ca,#d0afbc,#b592b4,#d89eb0,#af6d87,,#e6cbce,#b1929b,,#e2c4c7,#a97f97,,summer_light
#d2b7ad,#b5968d,,#be9b8e,#9c7365,,#ac9899,#20161e,,#1a131b,#9d8483,,#f3d7d1,#eacec7,#dcbdb5,#f7ddd9,#f1d6d0,#e6ccc4,#c3677b,#daa1ac,,#ebcdbc,#c2988b,,#e8ccc3,#bc8f86,,summer_light
